subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
s002,3,4,0.16,0.16,0.0,0.08,0.16,0.08,0.0,0.0,0.0,0.08,0.48,0.4,0.08,0.48,0.4,0.0,0.16,0.16,0.0,0.08,0.08,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.24,0.16,0.08
s002,3,5,0.16,0.24,0.08,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.56,0.48,0.0,0.24,0.24,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.24,0.16,0.08
s002,3,6,0.16,0.32,0.16,0.0,0.08,0.08,0.08,0.08,0.0,0.08,0.56,0.48,0.08,0.4,0.32,0.08,0.16,0.08,0.0,0.08,0.08,0.16,0.16,0.0,0.0,0.24,0.24,0.0,0.16,0.16,0.08
s002,3,7,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.16,0.08,0.08,0.4,0.32,0.08,1.76,1.68,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.24,0.16,0.08
s002,3,8,0.08,0.24,0.16,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.48,0.4,0.08,0.4,0.32,0.08,0.24,0.16,0.08,0.16,0.08,0.0,0.0,0.0,0.16,0.16,0.0,0.16,0.24,0.08,0.08
s002,3,9,0.16,0.16,0.0,0.08,0.16,0.08,0.0,0.16,0.16,0.08,0.48,0.4,0.16,0.48,0.32,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.24,0.16,0.16
s002,3,10,0.08,0.56,0.48,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.4,0.32,0.0,0.32,0.32,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.08,0.0,0.16,0.16,0.0,0.16,0.24,0.08,0.08
s002,3,11,0.08,0.24,0.16,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.48,0.4,0.08,0.32,0.24,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.08,-0.08,0.08,0.16,0.08,0.08,0.24,0.16,0.0
s002,3,12,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.4,0.24,0.08,0.4,0.32,0.16,0.24,0.08,0.08,0.16,0.08,0.16,0.08,-0.08,0.08,0.16,0.08,0.16,0.24,0.08,0.0
s002,3,13,0.16,0.48,0.32,0.16,0.32,0.16,0.0,0.08,0.08,0.08,0.56,0.48,0.0,0.4,0.4,0.08,0.24,0.16,0.08,0.24,0.16,0.16,0.16,0.0,0.08,0.24,0.16,0.0,0.24,0.24,0.08
s002,3,14,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.24,0.16,0.08,0.56,0.48,0.16,0.48,0.32,0.08,0.24,0.16,0.0,0.16,0.16,0.08,0.0,-0.08,0.16,0.16,0.0,0.16,0.32,0.16,0.08
s002,3,15,0.24,0.24,0.0,0.0,0.16,0.16,0.0,0.08,0.08,0.08,0.4,0.32,0.08,0.48,0.4,0.0,0.08,0.08,0.0,0.16,0.16,0.08,0.08,0.0,0.0,0.16,0.16,0.08,0.32,0.24,0.08
s002,3,16,0.08,0.08,0.0,0.08,0.24,0.16,0.0,0.16,0.16,0.0,0.56,0.56,0.16,0.4,0.24,0.08,0.24,0.16,0.0,0.08,0.08,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.24,0.16,0.0
s002,3,17,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.56,0.48,0.08,0.4,0.32,0.0,0.24,0.24,0.08,0.24,0.16,0.08,0.16,0.08,0.0,0.16,0.16,0.08,0.24,0.16,0.08
s002,3,18,0.16,0.16,0.0,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.56,0.48,0.08,0.4,0.32,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.16,0.0,0.0,0.08,0.08,0.16,0.48,0.32,0.16
s002,3,19,0.08,0.24,0.16,0.0,0.16,0.16,0.0,0.08,0.08,0.08,0.48,0.4,0.0,0.32,0.32,0.16,0.16,0.0,0.16,0.16,0.0,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.24,0.16,0.08
s002,3,20,0.16,0.24,0.08,0.0,0.08,0.08,0.08,0.08,0.0,0.16,0.56,0.4,0.0,0.48,0.48,0.08,0.32,0.24,0.16,0.32,0.16,0.16,0.24,0.08,0.08,0.16,0.08,0.08,0.16,0.08,0.24
s002,3,21,0.08,0.16,0.08,0.0,0.16,0.16,0.08,1.04,0.96,0.08,0.72,0.64,0.08,0.32,0.24,0.08,0.24,0.16,0.08,0.08,0.0,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.16,0.08,0.08
s002,3,22,0.16,0.16,0.0,0.08,0.16,0.08,0.0,0.4,0.4,0.16,0.48,0.32,0.08,0.32,0.24,0.16,0.16,0.0,0.16,0.16,0.0,0.16,0.16,0.0,0.0,0.16,0.16,0.08,0.24,0.16,0.0
s002,3,23,0.0,0.08,0.08,0.16,0.24,0.08,0.08,0.08,0.0,0.08,0.8,0.72,0.08,0.48,0.4,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.16,0.08,0.08
s002,3,24,0.08,0.64,0.56,0.08,0.24,0.16,0.08,0.08,0.0,0.16,0.56,0.4,0.08,0.32,0.24,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.0,0.0,0.16,0.24,0.08,0.08,0.24,0.16,0.16
s002,3,25,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.16,0.16,0.08,0.4,0.32,0.08,0.48,0.4,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.0,0.24,0.24,0.08
s002,3,26,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.08,0.0,0.0,0.72,0.72,0.0,0.4,0.4,0.16,0.16,0.0,0.08,0.08,0.0,0.16,0.08,-0.08,0.16,0.24,0.08,0.08,0.24,0.16,0.0
s002,3,27,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.48,0.4,0.08,0.4,0.32,0.0,0.08,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.24,0.16,0.08
s002,3,28,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.56,0.4,0.08,0.4,0.32,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.08,0.0,0.0,0.24,0.24,0.08,0.24,0.16,0.08
s002,3,29,0.08,0.16,0.08,0.0,0.16,0.16,0.0,0.0,0.0,0.08,0.72,0.64,0.08,0.4,0.32,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.24,0.16,0.08
s002,3,30,0.08,0.08,0.0,0.16,0.16,0.0,0.16,0.16,0.0,0.08,0.4,0.32,0.08,0.48,0.4,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.24,0.08,0.08,0.24,0.16,0.08
s002,3,31,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.16,0.16,0.08,0.48,0.4,0.0,0.4,0.4,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.08,-0.08,0.08,0.24,0.16,0.0,0.24,0.24,0.0
s002,3,32,0.16,0.16,0.0,0.16,0.16,0.0,0.16,0.16,0.0,0.0,0.4,0.4,0.08,0.4,0.32,0.08,0.08,0.0,0.16,0.16,0.0,0.24,0.16,-0.08,0.08,0.16,0.08,0.08,0.24,0.16,0.08
s002,3,33,0.16,0.16,0.0,0.16,0.24,0.08,0.08,0.16,0.08,0.08,0.56,0.48,0.08,0.32,0.24,0.08,0.32,0.24,0.0,0.16,0.16,0.0,0.08,0.08,0.08,0.16,0.08,0.08,0.32,0.24,0.0
s002,3,34,0.16,0.24,0.08,0.08,0.08,0.0,0.08,0.08,0.0,0.16,0.4,0.24,0.16,0.96,0.8,0.08,0.24,0.16,0.08,0.08,0.0,0.16,0.16,0.0,0.0,0.16,0.16,0.08,0.24,0.16,0.16
s002,3,35,0.16,0.16,0.0,0.08,0.24,0.16,0.0,0.0,0.0,0.16,0.48,0.32,0.08,0.4,0.32,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.16,0.0,0.0,0.16,0.16,0.16,0.24,0.08,0.08
s002,3,36,0.08,0.16,0.08,0.08,0.24,0.16,0.0,0.0,0.0,0.16,0.72,0.56,0.08,0.32,0.24,0.08,0.08,0.0,0.16,0.16,0.0,0.24,0.16,-0.08,0.08,0.16,0.08,0.08,0.16,0.08,0.08
s002,3,37,0.08,0.08,0.0,0.16,0.32,0.16,0.08,0.16,0.08,0.08,0.88,0.8,0.08,0.32,0.24,0.16,0.24,0.08,0.0,0.16,0.16,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.24,0.16,0.08
s002,3,38,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.4,0.24,0.08,0.4,0.32,0.16,0.32,0.16,0.16,0.24,0.08,0.08,0.16,0.08,0.08,0.24,0.16,0.08,0.16,0.08,0.08
s002,3,39,0.08,0.24,0.16,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.48,0.4,0.08,0.4,0.32,0.08,0.24,0.16,0.0,0.08,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.16,0.08,0.08
s002,3,40,0.08,0.08,0.0,0.16,0.16,0.0,0.16,0.16,0.0,0.08,0.64,0.56,0.08,0.48,0.4,0.08,0.16,0.08,0.16,0.16,0.0,0.16,0.16,0.0,0.08,0.16,0.08,0.16,0.24,0.08,0.08
s002,3,41,0.08,0.16,0.08,0.08,0.24,0.16,0.08,0.32,0.24,0.08,0.56,0.48,0.08,0.4,0.32,0.08,0.16,0.08,0.24,0.24,0.0,0.16,0.16,0.0,0.0,0.16,0.16,0.08,0.24,0.16,0.16
s002,3,42,0.16,0.24,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.4,0.32,0.08,0.4,0.32,0.08,0.24,0.16,0.0,0.08,0.08,0.16,0.16,0.0,0.0,0.16,0.16,0.08,0.16,0.08,0.08
s002,3,43,0.16,0.24,0.08,0.08,0.16,0.08,0.0,0.16,0.16,0.0,0.4,0.4,0.08,0.4,0.32,0.08,0.24,0.16,0.0,0.08,0.08,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.16,0.08,0.16
s002,3,44,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.4,0.32,0.08,0.48,0.4,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.24,0.16,0.08
s002,3,45,0.08,0.08,0.0,0.16,0.24,0.08,0.16,0.16,0.0,0.16,0.56,0.4,0.16,0.4,0.24,0.16,0.24,0.08,0.16,0.16,0.0,0.16,0.16,0.0,0.08,0.16,0.08,0.16,0.32,0.16,0.08
s002,3,46,0.08,0.16,0.08,0.0,0.16,0.16,0.16,0.24,0.08,0.08,0.56,0.48,0.08,0.32,0.24,0.08,0.24,0.16,0.08,0.08,0.0,0.16,0.08,-0.08,0.08,0.24,0.16,0.08,0.16,0.08,0.08
s002,3,47,0.08,0.08,0.0,0.16,0.24,0.08,0.0,0.08,0.08,0.16,0.32,0.16,0.16,0.48,0.32,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.16,0.08,0.16,0.24,0.08,0.08
s002,3,48,0.16,0.16,0.0,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.32,0.24,0.08,0.48,0.4,0.08,0.32,0.24,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.24,0.16,0.08,0.16,0.08,0.08
s002,3,49,0.08,0.16,0.08,0.16,0.24,0.08,0.08,0.16,0.08,0.16,0.56,0.4,0.0,0.32,0.32,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.32,0.24,0.0
s002,3,50,0.0,0.16,0.16,0.08,0.08,0.0,0.16,0.16,0.0,0.16,0.4,0.24,0.08,0.4,0.32,0.16,0.24,0.08,0.16,0.16,0.0,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.32,0.24,0.0
s002,4,1,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.08,0.0,0.08,0.48,0.4,0.08,0.32,0.24,0.16,0.24,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.24,0.16,0.08
s002,4,2,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.08,0.0,0.08,0.4,0.32,0.16,0.4,0.24,0.08,0.32,0.24,0.08,0.08,0.0,0.08,0.08,0.0,0.16,0.16,0.0,0.16,0.32,0.16,0.0
s002,4,3,0.16,0.24,0.08,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.48,0.4,0.0,0.32,0.32,0.16,0.16,0.0,0.08,0.08,0.0,0.16,0.08,-0.08,0.16,0.24,0.08,0.08,0.16,0.08,0.08
s002,4,4,0.16,0.16,0.0,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.48,0.4,0.0,0.4,0.4,0.0,0.08,0.08,0.16,0.16,0.0,0.08,0.08,0.0,0.0,0.24,0.24,0.0,0.16,0.16,0.08
s002,4,5,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.4,0.32,0.08,0.4,0.32,0.16,0.32,0.16,0.0,0.08,0.08,0.08,0.0,-0.08,0.16,0.24,0.08,0.16,0.24,0.08,0.08
s002,4,6,0.0,0.08,0.08,0.08,0.08,0.0,0.08,0.08,0.0,0.16,0.48,0.32,0.16,0.4,0.24,0.08,0.16,0.08,0.0,0.08,0.08,0.16,0.0,-0.16,0.16,0.32,0.16,0.0,0.24,0.24,0.0
s002,4,7,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.16,0.08,0.16,0.48,0.32,0.08,0.4,0.32,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.08,0.0,0.08,0.24,0.16,0.16,0.24,0.08,0.08
s002,4,8,0.08,0.24,0.16,0.0,0.0,0.0,0.08,0.16,0.08,0.16,0.64,0.48,0.0,0.56,0.56,0.08,0.24,0.16,0.08,0.24,0.16,0.0,0.0,0.0,0.0,0.16,0.16,0.08,0.32,0.24,0.08
s002,4,9,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.08,0.0,0.16,0.32,0.16,0.08,0.4,0.32,0.16,0.16,0.0,0.08,0.16,0.08,0.24,0.24,0.0,0.08,0.24,0.16,0.08,0.24,0.16,0.08
s002,4,10,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.08,0.0,0.16,0.48,0.32,0.0,0.32,0.32,0.16,0.24,0.08,0.0,0.08,0.08,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.24,0.16,0.16
s002,4,11,0.0,0.08,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.64,0.56,0.08,0.4,0.32,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.16,0.08,0.16,0.24,0.08,0.08
s002,4,12,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.4,0.32,0.08,0.48,0.4,0.0,0.16,0.16,0.08,0.16,0.08,0.08,0.0,-0.08,0.16,0.32,0.16,0.08,0.24,0.16,0.08
s002,4,13,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.48,0.32,0.08,0.4,0.32,0.08,0.08,0.0,0.16,0.24,0.08,0.16,0.08,-0.08,0.08,0.24,0.16,0.08,0.24,0.16,0.08
s002,4,14,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.08,0.0,0.0,0.56,0.56,0.08,0.4,0.32,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.16,0.08,0.08,0.24,0.16,0.0,0.24,0.24,0.0
s002,4,15,0.16,0.16,0.0,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.4,0.32,0.16,0.32,0.16,0.16,0.16,0.0,0.16,0.16,0.0,0.24,0.24,0.0,0.16,0.24,0.08,0.08,0.24,0.16,0.08
s002,4,16,0.08,0.16,0.08,0.0,0.16,0.16,0.0,0.0,0.0,0.16,0.56,0.4,0.08,0.32,0.24,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.16,0.08,0.16,0.24,0.08,0.08
s002,4,17,0.24,0.24,0.0,0.0,0.08,0.08,0.16,0.16,0.0,0.08,0.48,0.4,0.0,0.32,0.32,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.16,0.0,0.0,0.16,0.16,0.08,0.24,0.16,0.08
s002,4,18,0.08,0.08,0.0,0.08,0.24,0.16,0.16,0.16,0.0,0.08,0.4,0.32,0.08,0.48,0.4,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.16,0.0,0.16,0.24,0.08,0.08,0.16,0.08,0.08
s002,4,19,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.4,0.32,0.08,0.32,0.24,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.16,0.24,0.08,0.16
s002,4,20,0.16,0.24,0.08,0.08,0.16,0.08,0.0,0.16,0.16,0.08,0.48,0.4,0.0,0.24,0.24,0.16,0.24,0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.0,0.16,0.16,0.08,0.16,0.08,0.16
s002,4,21,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.08,0.0,0.0,0.32,0.32,0.08,0.48,0.4,0.08,0.24,0.16,0.0,0.08,0.08,0.16,0.08,-0.08,0.08,0.24,0.16,0.08,0.24,0.16,0.0
s002,4,22,0.08,0.08,0.0,0.16,0.24,0.08,0.0,0.0,0.0,0.24,0.56,0.32,0.08,0.32,0.24,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.16,0.08,0.0,0.16,0.16,0.08
s002,4,23,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.4,0.4,0.08,0.48,0.4,0.16,0.24,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.24,0.16,0.08
s002,4,24,0.16,0.16,0.0,0.08,0.08,0.0,0.08,0.08,0.0,0.08,0.32,0.24,0.16,0.32,0.16,0.16,0.24,0.08,0.0,0.16,0.16,0.08,0.0,-0.08,0.08,0.16,0.08,0.08,0.24,0.16,0.08
s002,4,25,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.32,0.24,0.16,0.4,0.24,0.08,0.24,0.16,0.0,0.08,0.08,0.08,0.24,0.16,0.0,0.16,0.16,0.08,0.24,0.16,0.08
s002,4,26,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.08,-0.08,0.08,0.48,0.4,0.16,0.32,0.16,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.24,0.16,0.08
s002,4,27,0.08,0.08,0.0,0.08,0.16,0.08,0.0,0.16,0.16,0.08,0.32,0.24,0.08,0.32,0.24,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.0,-0.08,0.16,0.64,0.48,0.16,0.32,0.16,0.16
s002,4,28,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.48,0.4,0.08,0.4,0.32,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.24,0.08,0.16,0.24,0.08,0.08
s002,4,29,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.4,0.4,0.08,0.4,0.32,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.08,0.0,0.08,0.16,0.08,0.16,0.32,0.16,0.08
s002,4,30,0.16,0.16,0.0,0.08,0.08,0.0,0.16,0.16,0.0,0.0,0.56,0.56,0.0,0.32,0.32,0.08,0.24,0.16,0.0,0.08,0.08,0.16,0.16,0.0,0.08,0.16,0.08,0.16,0.24,0.08,0.08
s002,4,31,0.24,0.16,-0.08,0.16,0.24,0.08,0.0,0.0,0.0,0.16,0.48,0.32,0.16,0.4,0.24,0.16,0.24,0.08,0.0,0.08,0.08,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.24,0.08,0.16
s002,4,32,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.48,0.4,0.0,0.32,0.32,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.16,0.24,0.08,0.08
s002,4,33,0.08,0.16,0.08,0.08,0.24,0.16,0.0,0.0,0.0,0.08,0.64,0.56,0.08,0.4,0.32,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.08,0.0,0.08,0.16,0.08,0.16,0.32,0.16,0.08
s002,4,34,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.4,0.32,0.08,0.4,0.32,0.0,0.16,0.16,0.08,0.08,0.0,0.08,0.16,0.08,0.16,0.16,0.0,0.16,0.24,0.08,0.08
s002,4,35,0.08,0.08,0.0,0.16,0.24,0.08,0.0,0.0,0.0,0.16,0.4,0.24,0.08,0.32,0.24,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.24,0.16,0.08
s002,4,36,0.0,0.08,0.08,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.4,0.32,0.0,0.32,0.32,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.24,0.16,0.08
s002,4,37,0.08,0.24,0.16,0.0,0.08,0.08,0.08,0.16,0.08,0.08,0.24,0.16,0.16,0.48,0.32,0.08,0.08,0.0,0.16,0.24,0.08,0.16,0.16,0.0,0.0,0.16,0.16,0.08,0.16,0.08,0.08
s002,4,38,0.08,0.08,0.0,0.16,0.16,0.0,0.0,0.08,0.08,0.16,0.48,0.32,0.08,0.32,0.24,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.0,0.16,0.16,0.08,0.24,0.16,0.08
s002,4,39,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.4,0.32,0.08,0.48,0.4,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.0,0.08,0.08,0.08,0.24,0.16,0.16
s002,4,40,0.16,0.16,0.0,0.16,0.16,0.0,0.08,0.24,0.16,0.08,0.4,0.32,0.08,0.32,0.24,0.16,0.16,0.0,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.16,0.08,0.16,0.32,0.16,0.0
s002,4,41,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.32,0.24,0.08,0.4,0.32,0.08,0.08,0.0,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.24,0.16,0.08
s002,4,42,0.16,0.24,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.56,0.48,0.0,0.24,0.24,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.08,0.0,0.0,0.16,0.16,0.08,0.24,0.16,0.0
s002,4,43,0.16,0.16,0.0,0.08,0.08,0.0,0.16,0.16,0.0,0.16,0.32,0.16,0.0,0.32,0.32,0.24,0.32,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.16,0.08,0.08
s002,4,44,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.08,0.0,0.16,0.32,0.16,0.08,0.32,0.24,0.08,0.16,0.08,0.16,0.16,0.0,0.16,0.16,0.0,0.08,0.16,0.08,0.16,0.32,0.16,0.08
s002,4,45,0.16,0.24,0.08,0.08,0.08,0.0,0.08,0.08,0.0,0.16,0.24,0.08,0.16,0.48,0.32,0.08,0.8,0.72,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.24,0.16,0.0
s002,4,46,0.08,0.08,0.0,0.16,0.16,0.0,0.16,0.16,0.0,0.16,0.32,0.16,0.08,0.4,0.32,0.08,0.16,0.08,0.16,0.16,0.0,0.16,0.08,-0.08,0.08,0.24,0.16,0.0,0.08,0.08,0.16
s002,4,47,0.16,0.16,0.0,0.08,0.08,0.0,0.16,0.16,0.0,0.16,0.32,0.16,0.0,0.88,0.88,0.08,0.24,0.16,0.0,0.08,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.16,0.08,0.08
s002,4,48,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.24,0.16,0.08,0.88,0.8,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.0,0.16,0.16,0.08
s002,4,49,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.72,0.64,0.08,0.24,0.16,0.08,0.08,0.0,0.08,0.08,0.0,0.08,0.16,0.08,0.16,0.32,0.16,0.08
s002,4,50,0.16,0.16,0.0,0.08,0.16,0.08,0.0,0.16,0.16,0.0,0.24,0.24,0.08,0.48,0.4,0.08,0.16,0.08,0.08,0.24,0.16,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.24,0.16,0.08
s002,5,1,0.08,0.16,0.08,0.0,0.08,0.08,0.0,0.08,0.08,0.08,0.48,0.4,0.0,0.32,0.32,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.24,0.16,0.0
s002,5,2,0.16,0.24,0.08,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.32,0.24,0.08,0.24,0.16,0.16,0.24,0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.0,0.08,0.08,0.08,0.24,0.16,0.0
s002,5,3,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.48,0.4,0.0,1.2,1.2,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.08,0.0,0.0,0.16,0.16,0.0,0.16,0.16,0.0
s002,5,4,0.16,0.16,0.0,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.32,0.24,0.08,0.32,0.24,0.16,0.16,0.0,0.08,0.08,0.0,0.16,0.08,-0.08,0.08,0.16,0.08,0.08,0.24,0.16,0.0
s002,5,5,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.08,0.0,0.08,0.4,0.32,0.08,0.32,0.24,0.08,0.16,0.08,0.08,0.08,0.0,0.24,0.16,-0.08,0.08,0.16,0.08,0.0,0.16,0.16,0.0
s002,5,6,0.16,0.16,0.0,0.16,0.16,0.0,0.0,0.08,0.08,0.08,0.4,0.32,0.08,0.4,0.32,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.08,0.0,0.0,0.16,0.16,0.08,0.16,0.08,0.08
s002,5,7,0.16,0.16,0.0,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.4,0.32,0.08,0.32,0.24,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.08,0.0,0.0,0.16,0.16,0.08,0.24,0.16,0.0
s002,5,8,0.16,0.16,0.0,0.08,0.16,0.08,0.0,0.08,0.08,0.16,0.32,0.16,0.08,0.32,0.24,0.08,0.24,0.16,0.0,0.08,0.08,0.08,0.08,0.0,0.0,0.16,0.16,0.08,0.16,0.08,0.08
